,date,mean
176,2015-09-30,-0.965887673013528
177,2015-10-31,-0.43995128417933316
178,2015-11-30,0.5368011101692503
179,2015-12-31,-0.2623642644674895
180,2016-01-31,0.37843643572024455
181,2016-02-29,-0.30147539458411643
182,2016-03-31,-0.07696104113612812
183,2016-04-30,0.05826890812397423
184,2016-05-31,0.03704127168034965
185,2016-06-30,0.2267733193647885
186,2016-07-31,0.37106368139083123
187,2016-08-31,1.098612288668111
188,2016-09-30,-1.3217558399823197
189,2016-10-31,-0.05129329438755015
190,2016-11-30,-0.32340015505386077
191,2016-12-31,0.0
192,2017-01-31,-0.018349138668195764
193,2017-02-28,-0.39167178597582897
194,2017-03-31,0.1403573576949224
195,2017-04-30,0.19415601444095643
196,2017-05-31,-0.019802627296177988
197,2017-06-30,-0.020202707317519497
198,2017-07-31,1.2321436812926319
199,2017-08-31,0.14903557916048804
200,2017-09-30,-1.068306939172782
201,2017-10-31,-0.04580953603129423
202,2017-11-30,-0.352220593589351
203,2017-12-31,0.2876820724517799
204,2018-01-31,-0.01680711831638071
205,2018-02-28,0.06559728248581287
206,2018-03-31,-0.29298712468147414
207,2018-04-30,0.22738984219566127
208,2018-05-31,0.01680711831638071
209,2018-06-30,0.04879016416943216
210,2018-07-31,1.004359750421921
211,2018-08-31,0.5890778206657394
212,2018-09-30,-0.8239174117431407
213,2018-10-31,-0.923670839171777
214,2018-11-30,-0.20479441264601306
215,2018-12-31,0.10763066419236544
216,2019-01-31,-0.13062018241706497
217,2019-02-28,-0.07232066157962613
218,2019-03-31,0.04879016416943216
219,2019-04-30,-0.04879016416943216
220,2019-05-31,0.33647223662121206
221,2019-06-30,0.13353139262452274
222,2019-07-31,0.6931471805599454
223,2019-08-31,0.2778684510034566
224,2019-09-30,-0.18113882454490415
225,2019-10-31,-0.9057086225436191
226,2019-11-30,-0.2144098713454543
227,2019-12-31,0.1967102942460528
228,2020-01-31,-0.2876820724517799
229,2020-02-29,0.14903557916048804
230,2020-03-31,0.0051151006667709
231,2020-04-30,0.11551288712184338
232,2020-05-31,0.05310982531394792
233,2020-06-30,0.5694197880320448
234,2020-07-31,0.19363938172661577
235,2020-08-31,0.29089234808202846
236,2020-09-30,0.03193648116304715
237,2020-10-31,-1.015976009805021
238,2020-11-30,-0.4226537913906103
239,2020-12-31,0.3765930180140753
240,2021-01-31,0.19098203835840266
241,2021-02-28,-0.31256014498333684
242,2021-03-31,-0.09652765065931845
243,2021-04-30,0.3808771801554176
244,2021-05-31,0.061045302483949015
245,2021-06-30,0.1838905361587404
246,2021-07-31,0.8781713157660107
247,2021-08-31,0.09619814789582293
248,2021-09-30,-1.154230444334571
249,2021-10-31,0.395586267103468
250,2021-11-30,-0.5886895995007126
251,2021-12-31,0.0916078431057894
